"iem_cd","tck_iem_cd","ifs_tma_cd","ifs_tma_nm","tma_otl_cts"
US0028241000,ABT,"0444",코로나19(나파모스타트),나파모스타트는 혈액 항응고제 및 급성 췌장염 치료제의 성분으로 TMPRSS2라는 세린 프로테아제(효소)를 억제하는 효과를 보여 코로나19의 치료 후보 물질로 꼽히고 있음. 한국파스퇴르연구소는 연구논문을 통해 나파모스타트가 Calu-3 세포에서 렘데시비르보다 600배 이상의 항바이러스 효과를 나타냈다고 밝힘.
US00287Y1091,ABBV,"0444",코로나19(나파모스타트),나파모스타트는 혈액 항응고제 및 급성 췌장염 치료제의 성분으로 TMPRSS2라는 세린 프로테아제(효소)를 억제하는 효과를 보여 코로나19의 치료 후보 물질로 꼽히고 있음. 한국파스퇴르연구소는 연구논문을 통해 나파모스타트가 Calu-3 세포에서 렘데시비르보다 600배 이상의 항바이러스 효과를 나타냈다고 밝힘.
US75886F1075,REGN,"0444",코로나19(나파모스타트),나파모스타트는 혈액 항응고제 및 급성 췌장염 치료제의 성분으로 TMPRSS2라는 세린 프로테아제(효소)를 억제하는 효과를 보여 코로나19의 치료 후보 물질로 꼽히고 있음. 한국파스퇴르연구소는 연구논문을 통해 나파모스타트가 Calu-3 세포에서 렘데시비르보다 600배 이상의 항바이러스 효과를 나타냈다고 밝힘.
US5324571083,LLY,"0444",코로나19(나파모스타트),나파모스타트는 혈액 항응고제 및 급성 췌장염 치료제의 성분으로 TMPRSS2라는 세린 프로테아제(효소)를 억제하는 효과를 보여 코로나19의 치료 후보 물질로 꼽히고 있음. 한국파스퇴르연구소는 연구논문을 통해 나파모스타트가 Calu-3 세포에서 렘데시비르보다 600배 이상의 항바이러스 효과를 나타냈다고 밝힘.
US58933Y1055,MRK,"0444",코로나19(나파모스타트),나파모스타트는 혈액 항응고제 및 급성 췌장염 치료제의 성분으로 TMPRSS2라는 세린 프로테아제(효소)를 억제하는 효과를 보여 코로나19의 치료 후보 물질로 꼽히고 있음. 한국파스퇴르연구소는 연구논문을 통해 나파모스타트가 Calu-3 세포에서 렘데시비르보다 600배 이상의 항바이러스 효과를 나타냈다고 밝힘.
US60770K1079,MRNA,"0444",코로나19(나파모스타트),나파모스타트는 혈액 항응고제 및 급성 췌장염 치료제의 성분으로 TMPRSS2라는 세린 프로테아제(효소)를 억제하는 효과를 보여 코로나19의 치료 후보 물질로 꼽히고 있음. 한국파스퇴르연구소는 연구논문을 통해 나파모스타트가 Calu-3 세포에서 렘데시비르보다 600배 이상의 항바이러스 효과를 나타냈다고 밝힘.
US0382221051,AMAT,"0445","2차전지(장비)","2차전지 소재 및 생산 단계에서 사용되는 장비를 만드는 업체. 생산 공정별로 전극 공정(양극/음극 극판을 만드는 공정), 조립 공정(전극과 원재료를 가공 및 조립해서 완성품을 만드는 공정), 활성화 공정&#8203;(조립 공정에서 완성된 전지를 충·방전하여 전기적 특성을 부여)으로 분류.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US0079731008,AEIS,"0445","2차전지(장비)","2차전지 소재 및 생산 단계에서 사용되는 장비를 만드는 업체. 생산 공정별로 전극 공정(양극/음극 극판을 만드는 공정), 조립 공정(전극과 원재료를 가공 및 조립해서 완성품을 만드는 공정), 활성화 공정&#8203;(조립 공정에서 완성된 전지를 충·방전하여 전기적 특성을 부여)으로 분류.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US29275Y1029,ENS,"0445","2차전지(장비)","2차전지 소재 및 생산 단계에서 사용되는 장비를 만드는 업체. 생산 공정별로 전극 공정(양극/음극 극판을 만드는 공정), 조립 공정(전극과 원재료를 가공 및 조립해서 완성품을 만드는 공정), 활성화 공정&#8203;(조립 공정에서 완성된 전지를 충·방전하여 전기적 특성을 부여)으로 분류.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US0320951017,APH,"0445","2차전지(장비)","2차전지 소재 및 생산 단계에서 사용되는 장비를 만드는 업체. 생산 공정별로 전극 공정(양극/음극 극판을 만드는 공정), 조립 공정(전극과 원재료를 가공 및 조립해서 완성품을 만드는 공정), 활성화 공정&#8203;(조립 공정에서 완성된 전지를 충·방전하여 전기적 특성을 부여)으로 분류.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US88160R1014,TSLA,"0445","2차전지(장비)","2차전지 소재 및 생산 단계에서 사용되는 장비를 만드는 업체. 생산 공정별로 전극 공정(양극/음극 극판을 만드는 공정), 조립 공정(전극과 원재료를 가공 및 조립해서 완성품을 만드는 공정), 활성화 공정&#8203;(조립 공정에서 완성된 전지를 충·방전하여 전기적 특성을 부여)으로 분류.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US0323325045,ASYS,"0445","2차전지(장비)","2차전지 소재 및 생산 단계에서 사용되는 장비를 만드는 업체. 생산 공정별로 전극 공정(양극/음극 극판을 만드는 공정), 조립 공정(전극과 원재료를 가공 및 조립해서 완성품을 만드는 공정), 활성화 공정&#8203;(조립 공정에서 완성된 전지를 충·방전하여 전기적 특성을 부여)으로 분류.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US29355A1079,ENPH,"0445","2차전지(장비)","2차전지 소재 및 생산 단계에서 사용되는 장비를 만드는 업체. 생산 공정별로 전극 공정(양극/음극 극판을 만드는 공정), 조립 공정(전극과 원재료를 가공 및 조립해서 완성품을 만드는 공정), 활성화 공정&#8203;(조립 공정에서 완성된 전지를 충·방전하여 전기적 특성을 부여)으로 분류.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US53814L1089,LTHM,"0446","2차전지(소재/부품)","2차전지 배터리 생산에 필요한 소재 및 부품 관련 업체. 2차전지 배터리의 기본 단위인 셀(cell)을 만들 때 필요한 4대 소재인 양극재, 음극재, 분리막, 전해질 관련 업체와 동박(전지박), 도전체, 바인더 및 기재, 케이스, 포장재, 안정장치(PTC, 보호회로 등) 업체 등으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US0126531013,ALB,"0446","2차전지(소재/부품)","2차전지 배터리 생산에 필요한 소재 및 부품 관련 업체. 2차전지 배터리의 기본 단위인 셀(cell)을 만들 때 필요한 4대 소재인 양극재, 음극재, 분리막, 전해질 관련 업체와 동박(전지박), 도전체, 바인더 및 기재, 케이스, 포장재, 안정장치(PTC, 보호회로 등) 업체 등으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US88160R1014,TSLA,"0446","2차전지(소재/부품)","2차전지 배터리 생산에 필요한 소재 및 부품 관련 업체. 2차전지 배터리의 기본 단위인 셀(cell)을 만들 때 필요한 4대 소재인 양극재, 음극재, 분리막, 전해질 관련 업체와 동박(전지박), 도전체, 바인더 및 기재, 케이스, 포장재, 안정장치(PTC, 보호회로 등) 업체 등으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US0320951017,APH,"0446","2차전지(소재/부품)","2차전지 배터리 생산에 필요한 소재 및 부품 관련 업체. 2차전지 배터리의 기본 단위인 셀(cell)을 만들 때 필요한 4대 소재인 양극재, 음극재, 분리막, 전해질 관련 업체와 동박(전지박), 도전체, 바인더 및 기재, 케이스, 포장재, 안정장치(PTC, 보호회로 등) 업체 등으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US1508701034,CE,"0446","2차전지(소재/부품)","2차전지 배터리 생산에 필요한 소재 및 부품 관련 업체. 2차전지 배터리의 기본 단위인 셀(cell)을 만들 때 필요한 4대 소재인 양극재, 음극재, 분리막, 전해질 관련 업체와 동박(전지박), 도전체, 바인더 및 기재, 케이스, 포장재, 안정장치(PTC, 보호회로 등) 업체 등으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US29272W1099,ENR,"0446","2차전지(소재/부품)","2차전지 배터리 생산에 필요한 소재 및 부품 관련 업체. 2차전지 배터리의 기본 단위인 셀(cell)을 만들 때 필요한 4대 소재인 양극재, 음극재, 분리막, 전해질 관련 업체와 동박(전지박), 도전체, 바인더 및 기재, 케이스, 포장재, 안정장치(PTC, 보호회로 등) 업체 등으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US29275Y1029,ENS,"0446","2차전지(소재/부품)","2차전지 배터리 생산에 필요한 소재 및 부품 관련 업체. 2차전지 배터리의 기본 단위인 셀(cell)을 만들 때 필요한 4대 소재인 양극재, 음극재, 분리막, 전해질 관련 업체와 동박(전지박), 도전체, 바인더 및 기재, 케이스, 포장재, 안정장치(PTC, 보호회로 등) 업체 등으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."
US8835561023,TMO,"0447",코로나19(진단키트),"코로나19 진단키트 및 진단키트 원료(진단시약) 제조 업체. 검사방식에 따라 분자진단(RT-PCR), 항원·항체진단(신속·간이진단법), 배양진단 등 크게 3종류가 존재.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US2358511028,DHR,"0447",코로나19(진단키트),"코로나19 진단키트 및 진단키트 원료(진단시약) 제조 업체. 검사방식에 따라 분자진단(RT-PCR), 항원·항체진단(신속·간이진단법), 배양진단 등 크게 3종류가 존재.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US7140461093,RVTY,"0447",코로나19(진단키트),"코로나19 진단키트 및 진단키트 원료(진단시약) 제조 업체. 검사방식에 따라 분자진단(RT-PCR), 항원·항체진단(신속·간이진단법), 배양진단 등 크게 3종류가 존재.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US74838J1016,QDEL,"0447",코로나19(진단키트),"코로나19 진단키트 및 진단키트 원료(진단시약) 제조 업체. 검사방식에 따라 분자진단(RT-PCR), 항원·항체진단(신속·간이진단법), 배양진단 등 크게 3종류가 존재.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US4364401012,HOLX,"0447",코로나19(진단키트),"코로나19 진단키트 및 진단키트 원료(진단시약) 제조 업체. 검사방식에 따라 분자진단(RT-PCR), 항원·항체진단(신속·간이진단법), 배양진단 등 크게 3종류가 존재.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US0758871091,BDX,"0447",코로나19(진단키트),"코로나19 진단키트 및 진단키트 원료(진단시약) 제조 업체. 검사방식에 따라 분자진단(RT-PCR), 항원·항체진단(신속·간이진단법), 배양진단 등 크게 3종류가 존재.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US0028241000,ABT,"0447",코로나19(진단키트),"코로나19 진단키트 및 진단키트 원료(진단시약) 제조 업체. 검사방식에 따라 분자진단(RT-PCR), 항원·항체진단(신속·간이진단법), 배양진단 등 크게 3종류가 존재.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US0905722072,BIO,"0447",코로나19(진단키트),"코로나19 진단키트 및 진단키트 원료(진단시약) 제조 업체. 검사방식에 따라 분자진단(RT-PCR), 항원·항체진단(신속·간이진단법), 배양진단 등 크게 3종류가 존재.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US0028241000,ABT,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US3755581036,GILD,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US7170811035,PFE,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US58933Y1055,MRK,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US75886F1075,REGN,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US4781601046,JNJ,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US5324571083,LLY,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US00287Y1091,ABBV,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US60770K1079,MRNA,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US6700024010,NVAX,"0448",코로나19(치료제/백신 개발 등),"코로나19 감염 환자 치료를 위한 치료제 및 바이러스 감염증 예방을 위한 백신개발 기업군. 코로나19의 전세계 확산에 따라 전세계 국제기구, 공공부문과 기업 등이 치료제 및 백신 개발 및 임상 진행중. 일부 국가에서는 기존 의약품에 대해 제한적으로 긴급승인을 하거나 현재 임상시험이 진행되고 있는 다수의 의약품들이 있음.* 본테마는 2020년8월31일 재분류되었습니다. 2020년8월31일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."
US0126531013,ALB,"0449","2차전지(생산)","""충전과 방전이 가능한 하나 이상의 전기화학 셀로 구성된 배터리인 2차전지 생산업체. 주로 전기차 및 ESS등에 사용되며, 전기차 배터리는 """"셀(Cell) → 모듈(Module) → 팩(Pack)""""으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."""
US29355A1079,ENPH,"0449","2차전지(생산)","""충전과 방전이 가능한 하나 이상의 전기화학 셀로 구성된 배터리인 2차전지 생산업체. 주로 전기차 및 ESS등에 사용되며, 전기차 배터리는 """"셀(Cell) → 모듈(Module) → 팩(Pack)""""으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."""
US29272W1099,ENR,"0449","2차전지(생산)","""충전과 방전이 가능한 하나 이상의 전기화학 셀로 구성된 배터리인 2차전지 생산업체. 주로 전기차 및 ESS등에 사용되며, 전기차 배터리는 """"셀(Cell) → 모듈(Module) → 팩(Pack)""""으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."""
US3364331070,FSLR,"0449","2차전지(생산)","""충전과 방전이 가능한 하나 이상의 전기화학 셀로 구성된 배터리인 2차전지 생산업체. 주로 전기차 및 ESS등에 사용되며, 전기차 배터리는 """"셀(Cell) → 모듈(Module) → 팩(Pack)""""으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."""
US0320951017,APH,"0449","2차전지(생산)","""충전과 방전이 가능한 하나 이상의 전기화학 셀로 구성된 배터리인 2차전지 생산업체. 주로 전기차 및 ESS등에 사용되며, 전기차 배터리는 """"셀(Cell) → 모듈(Module) → 팩(Pack)""""으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."""
US0937121079,BE,"0449","2차전지(생산)","""충전과 방전이 가능한 하나 이상의 전기화학 셀로 구성된 배터리인 2차전지 생산업체. 주로 전기차 및 ESS등에 사용되며, 전기차 배터리는 """"셀(Cell) → 모듈(Module) → 팩(Pack)""""으로 구성.* 본테마는 2020년8월20일 재분류되었습니다. 2020년8월20일 이전 테마 히스토리는 2차전지 테마 히스토리를 확인하시기 바랍니다."""
US5747951003,MASI,"0452",코로나19(음압병실/음압구급차),음압병동이란 내부의 공기압을 낮춰 공기가 항상 안쪽으로 흐르도록 하여 병균으로 오염된 내부 공기가 외부로 배출되지 않도록 한 공간. 병원 내부의 병원체가 외부로 퍼지는 것을 차단하는 특수 격리 병실과 감염병 환자 이송 시 의료진들의 2차 감염을 예방하기 위한 특수차량인 음압구급차 등이 있음.
US8835561023,TMO,"0452",코로나19(음압병실/음압구급차),음압병동이란 내부의 공기압을 낮춰 공기가 항상 안쪽으로 흐르도록 하여 병균으로 오염된 내부 공기가 외부로 배출되지 않도록 한 공간. 병원 내부의 병원체가 외부로 퍼지는 것을 차단하는 특수 격리 병실과 감염병 환자 이송 시 의료진들의 2차 감염을 예방하기 위한 특수차량인 음압구급차 등이 있음.
US2358511028,DHR,"0452",코로나19(음압병실/음압구급차),음압병동이란 내부의 공기압을 낮춰 공기가 항상 안쪽으로 흐르도록 하여 병균으로 오염된 내부 공기가 외부로 배출되지 않도록 한 공간. 병원 내부의 병원체가 외부로 퍼지는 것을 차단하는 특수 격리 병실과 감염병 환자 이송 시 의료진들의 2차 감염을 예방하기 위한 특수차량인 음압구급차 등이 있음.
US14448C1045,CARR,"0452",코로나19(음압병실/음압구급차),음압병동이란 내부의 공기압을 낮춰 공기가 항상 안쪽으로 흐르도록 하여 병균으로 오염된 내부 공기가 외부로 배출되지 않도록 한 공간. 병원 내부의 병원체가 외부로 퍼지는 것을 차단하는 특수 격리 병실과 감염병 환자 이송 시 의료진들의 2차 감염을 예방하기 위한 특수차량인 음압구급차 등이 있음.
US88579Y1010,MMM,"0452",코로나19(음압병실/음압구급차),음압병동이란 내부의 공기압을 낮춰 공기가 항상 안쪽으로 흐르도록 하여 병균으로 오염된 내부 공기가 외부로 배출되지 않도록 한 공간. 병원 내부의 병원체가 외부로 퍼지는 것을 차단하는 특수 격리 병실과 감염병 환자 이송 시 의료진들의 2차 감염을 예방하기 위한 특수차량인 음압구급차 등이 있음.
US2788651006,ECL,"0452",코로나19(음압병실/음압구급차),음압병동이란 내부의 공기압을 낮춰 공기가 항상 안쪽으로 흐르도록 하여 병균으로 오염된 내부 공기가 외부로 배출되지 않도록 한 공간. 병원 내부의 병원체가 외부로 퍼지는 것을 차단하는 특수 격리 병실과 감염병 환자 이송 시 의료진들의 2차 감염을 예방하기 위한 특수차량인 음압구급차 등이 있음.
US4385161066,HON,"0452",코로나19(음압병실/음압구급차),음압병동이란 내부의 공기압을 낮춰 공기가 항상 안쪽으로 흐르도록 하여 병균으로 오염된 내부 공기가 외부로 배출되지 않도록 한 공간. 병원 내부의 병원체가 외부로 퍼지는 것을 차단하는 특수 격리 병실과 감염병 환자 이송 시 의료진들의 2차 감염을 예방하기 위한 특수차량인 음압구급차 등이 있음.
US5261071071,LII,"0452",코로나19(음압병실/음압구급차),음압병동이란 내부의 공기압을 낮춰 공기가 항상 안쪽으로 흐르도록 하여 병균으로 오염된 내부 공기가 외부로 배출되지 않도록 한 공간. 병원 내부의 병원체가 외부로 퍼지는 것을 차단하는 특수 격리 병실과 감염병 환자 이송 시 의료진들의 2차 감염을 예방하기 위한 특수차량인 음압구급차 등이 있음.
US3755581036,GILD,"0453",코로나19(카모스타트),"""카모스타트는 만성 췌장염 및 역류성 식도염 치료를 위해 사용하는 의약품으로, 세포 단계 시험에서 코로나19 바이러스의 활성을 억제하는 것으로 알려짐. 독일 연구팀은 세계적인 학술지 """"셀(Cell)""""을 통해 카모스타트 메실산염이 코로나19 원인인 """"SARS-Cov-2 바이러스""""의 폐 세포 감염을 막는다는 실험 연구결과를 발표한 바 있음.* 본테마는 2020년9월4일 재분류되었습니다. 2020년9월4일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."""
US58933Y1055,MRK,"0453",코로나19(카모스타트),"""카모스타트는 만성 췌장염 및 역류성 식도염 치료를 위해 사용하는 의약품으로, 세포 단계 시험에서 코로나19 바이러스의 활성을 억제하는 것으로 알려짐. 독일 연구팀은 세계적인 학술지 """"셀(Cell)""""을 통해 카모스타트 메실산염이 코로나19 원인인 """"SARS-Cov-2 바이러스""""의 폐 세포 감염을 막는다는 실험 연구결과를 발표한 바 있음.* 본테마는 2020년9월4일 재분류되었습니다. 2020년9월4일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."""
US60770K1079,MRNA,"0453",코로나19(카모스타트),"""카모스타트는 만성 췌장염 및 역류성 식도염 치료를 위해 사용하는 의약품으로, 세포 단계 시험에서 코로나19 바이러스의 활성을 억제하는 것으로 알려짐. 독일 연구팀은 세계적인 학술지 """"셀(Cell)""""을 통해 카모스타트 메실산염이 코로나19 원인인 """"SARS-Cov-2 바이러스""""의 폐 세포 감염을 막는다는 실험 연구결과를 발표한 바 있음.* 본테마는 2020년9월4일 재분류되었습니다. 2020년9월4일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."""
US7170811035,PFE,"0453",코로나19(카모스타트),"""카모스타트는 만성 췌장염 및 역류성 식도염 치료를 위해 사용하는 의약품으로, 세포 단계 시험에서 코로나19 바이러스의 활성을 억제하는 것으로 알려짐. 독일 연구팀은 세계적인 학술지 """"셀(Cell)""""을 통해 카모스타트 메실산염이 코로나19 원인인 """"SARS-Cov-2 바이러스""""의 폐 세포 감염을 막는다는 실험 연구결과를 발표한 바 있음.* 본테마는 2020년9월4일 재분류되었습니다. 2020년9월4일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."""
US75886F1075,REGN,"0453",코로나19(카모스타트),"""카모스타트는 만성 췌장염 및 역류성 식도염 치료를 위해 사용하는 의약품으로, 세포 단계 시험에서 코로나19 바이러스의 활성을 억제하는 것으로 알려짐. 독일 연구팀은 세계적인 학술지 """"셀(Cell)""""을 통해 카모스타트 메실산염이 코로나19 원인인 """"SARS-Cov-2 바이러스""""의 폐 세포 감염을 막는다는 실험 연구결과를 발표한 바 있음.* 본테마는 2020년9월4일 재분류되었습니다. 2020년9월4일 이전 테마 히스토리는 코로나19(진단/치료제/백신개발 등) 테마 히스토리를 확인하시기 바랍니다."""
